REG_NO,SURVEY_ID,created_us,created_da,last_edite,last_edi_1,PUBLISH,DATE,NAME,NUMBER,STREET1,STREET2,TLAND_NAME,TOWN,COUNTY_COD,COUNTY,LOCAL_AUTH,RPS,RMP,VALUE_DESC,ORIGINALTY,INUSETYPE,NIAH_SITE_
50010143,SURV030,NIAH,20141008,NIAH,20141008,1,1885 - 1890,Mother Kellys,74,Talbot Street,Store Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,public house,public house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010143
50010144,SURV030,NIAH,20141008,NIAH,20141008,1,1790 - 1810,MCC Customs Brokers,14-18,Store Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,office,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010144
50010145,SURV030,NIAH,20141008,NIAH,20141008,1,1885 - 1895,,,Store Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,bridge,bridge,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010145
50010146,SURV030,NIAH,20141008,NIAH,20141008,1,1880 - 1900,Robert Reade,19,Store Street,Frenchman's Lane,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,public house,public house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010146
50010147,SURV030,NIAH,20141008,NIAH,20141008,1,1835 - 1840,Five Star Internet and Copy Centre,77A,Talbot Street,Moland Place,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,church/chapel,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010147
50010148,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Internet Café and Call Shop,70,Gardiner Street Lower,Talbot Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010148
50010149,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1830,Durban House,69,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,guest house/b&b,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010149
50010150,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1830,Adelphi House,68,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,guest house/b&b,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010150
50010151,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1830,Adelphi House,67,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,guest house/b&b,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010151
50010152,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1830,PW Medical Centre,66,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,surgery/clinic,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010152
50010153,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1830,Gardiner House,65,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010153
50010154,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1830,Gardiner House,64,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010154
50010155,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1830,Meningitis Research/Moving Media,63,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010155
50010156,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,The Chelsea,62,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hostel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010156
50010157,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Chelsea House/The City Hostel,61,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hostel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010157
50010158,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Áras Éanna,60,Gardiner Street Lower,Frenchman's Lane,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,building misc,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010158
50010159,SURV030,NIAH,20141008,NIAH,20141008,1,1885 - 1895,Loop Line Railway,,Beresford Place,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,viaduct,viaduct,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010159
50010160,SURV030,NIAH,20141008,NIAH,20141008,1,1835 - 1895,Trinity Church,50,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,church/chapel,church/chapel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010160
50010161,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1830,Anchor House Bed and Breakfast,49,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,guest house/b&b,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010161
50010162,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1830,The Town House/Globetrotters Accommodation,48,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,guest house/b&b,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010162
50010163,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1830,The Town House/Globetrotters Accommodation,47,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,guest house/b&b,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010163
50010164,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1830,Globetrotters Budget Accommodation,46,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hostel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010164
50010165,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1830,Law Centre,45,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010165
50010166,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1840,Dublin Council of Trade Unions,44,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010166
50010167,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1920,World Link House,43,Gardiner Street Lower,Talbot Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,bank/financial institution,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010167
50010168,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,O'Shea's Hotel,73,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hotel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010168
50010169,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Othello House,74,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,guest house/b&b,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010169
50010170,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Maple Hotel,75,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hotel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010170
50010171,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,National Adult Literacy Agency,76,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010171
50010172,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Georgian Court,77,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hostel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010172
50010173,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Georgian Court,78,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hostel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010173
50010174,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Georgian Court,79,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hostel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010174
50010175,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,City Manor,80,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hostel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010175
50010176,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,,81,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,apartment/flat (converted),http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010176
50010177,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Abraham House,82,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hostel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010177
50010178,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Abraham House,83,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hostel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010178
50010179,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,The Glen,84,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hostel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010179
50010180,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Hazelbrook House,85,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,guest house/b&b,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010180
50010181,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Hazelbrook House,86,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,guest house/b&b,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010181
50010182,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Abbott Lodge,87,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,guest house/b&b,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010182
50010183,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Abbott Lodge,88,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,guest house/b&b,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010183
50010186,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,O'Carroll Construction,33,Gardiner Street Lower,Deverell Place,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010186
50010187,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Amberley House,34,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,guest house/b&b,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010187
50010188,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Irish Print Union/Marine Port and General Workers Group (SIPTU),35,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010188
50010189,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,,36,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,guest house/b&b,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010189
50010190,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,,37,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010190
50010191,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Teach Mhuire,38,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hostel (charitable),http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010191
50010192,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Teach Mhuire,39,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hostel (charitable),http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010192
50010193,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Avondale Bed and Breakfast,40,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,guest house/b&b,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010193
50010194,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Avondale Bed and Breakfast,41,Gardiner Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,guest house/b&b,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010194
50010195,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1840,Holyhead Accommodation,42,Gardiner Street Lower,Talbot Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,guest house/b&b,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010195
50010197,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Desmonds/Not to Worry/Talbot Street Business Centre,19,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010197
50010198,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Polski Sklep/Pawn Shop/Tattoo Energy/E Max Barbers,18,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010198
50010199,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,,17,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010199
50010200,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Living Island,16,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010200
50010201,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Continental Foods Cash and Carry,15,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010201
50010202,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Gerry Keane Paints/Wallpaper,14,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010202
50010203,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Gerry Keane Paints/Wallpaper,13,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010203
50010204,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Aroma Foods,12,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010204
50010205,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,O'Neills Shoes,11,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010205
50010206,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,,10,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010206
50010207,SURV030,NIAH,20141008,NIAH,20141008,1,1840 - 1860,Talbot House,9,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,college,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010207
50010208,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Playland/Mayfair Furniture,8,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010208
50010209,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Shoe Zone/Pillar Bed & Breakfast,9,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010209
50010210,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,HPJ Jewellers,6,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010210
50010211,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Shu Krazy,,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010211
50010001,SURV030,NIAH,20141008,NIAH,20141008,1,1930 - 1940,Scherzer Bridges,,Custom House Quay,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,bridge,bridge,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010001
50010002,SURV030,NIAH,20141008,NIAH,20141008,1,1995 - 2000,'Famine',,Custom House Quay,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,monument,monument,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010002
50010003,SURV030,NIAH,20141008,NIAH,20141008,1,1815 - 1825,CHQ Building,,Custom House Quay,George's Dock,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,National,store/warehouse,shopping arcade,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010003
50010004,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1840,,,George's Dock,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,crane,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010004
50010005,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1825,George's Dock,,Custom House Quay,George's Dock,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,harbour/dock/port,harbour/dock/port,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010005
50010006,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1840,,,George's Dock,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,harbour/dock/port,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010006
50010006,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1840,,,George's Dock,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,harbour/dock/port,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010006
50010007,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1825,Inner Dock,,George's Dock,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,harbour/dock/port,pond/lake,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010007
50010119,SURV030,NIAH,20141008,NIAH,20141008,1,1845 - 1850,Connolly Station,,Amiens Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,National,railway station,railway station,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010119
50010124,SURV030,NIAH,20141008,NIAH,20141008,1,1870 - 1890,North Star Hotel,26-39,Amiens Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,hotel,hotel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010124
50010125,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1840,Grainger's,51-52,Talbot Street,Amiens Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,public house,public house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010125
50010126,SURV030,NIAH,20141008,NIAH,20141008,1,1945 - 1955,Busáras/Áras Mhic Dhiarmada,,Store Street,Beresford Place,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,International,bus station,bus station,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010126
50010127,SURV030,NIAH,20141008,NIAH,20141008,1,1900 - 1905,Dublin City Coroner's Court,3,Store Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,court house,court house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010127
50010128,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1840,The Harbourmaster,,George's Dock,Harbourmaster Place,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,harbour/dock/port,public house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010128
50010129,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1840,,,George's Dock,Custom House Harbour,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,harbour/dock/port,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010129
50010129,SURV030,NIAH,20141008,NIAH,20141008,1,1820 - 1840,,,George's Dock,Custom House Harbour,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,harbour/dock/port,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010129
50010130,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,,,George's Dock,Custom House Harbour,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,lock,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010130
50010131,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,,,George's Dock,Custom House Quay,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,lock,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010131
50010133,SURV030,NIAH,20141008,NIAH,20141008,1,1780 - 1930,Custom House,,Custom House Quay,Beresford Place,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,International,custom house,custom house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010133
50010134,SURV030,NIAH,20141008,NIAH,20141008,1,1885 - 1895,,,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,bridge,bridge,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010134
50010135,SURV030,NIAH,20141008,NIAH,20141008,1,1850 - 1870,Bank of Ireland,49,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,bank/financial institution,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010135
50010136,SURV030,NIAH,20141008,NIAH,20141008,1,1910 - 1915,Dublin Electric Theatre,44-45,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,cinema,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010136
50010137,SURV030,NIAH,20141008,NIAH,20141008,1,1930 - 1940,,,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,post box,post box,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010137
50010138,SURV030,NIAH,20141008,NIAH,20141008,1,1850 - 1870,Roasted Bean Coffee Company,53,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,restaurant,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010138
50010139,SURV030,NIAH,20141008,NIAH,20141008,1,1850 - 1870,Scruples,54,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010139
50010140,SURV030,NIAH,20141008,NIAH,20141008,1,1870 - 1890,XL Stop Shop/Airsoft Good Fellow,55/56,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010140
50010141,SURV030,NIAH,20141008,NIAH,20141008,1,1880 - 1900,Molloy’s,59,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,public house,public house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010141
50010142,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Clean City Laundrette,60,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,laundry,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010142
50010212,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Nice Price/Canning Landy & Co,4,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010212
50010213,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Bryans Master Cobbler,3A,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010213
50010214,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1850,Iskender Burger Hut,3A,Talbot Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010214
