REG_NO,SURVEY_ID,created_us,created_da,last_edite,last_edi_1,PUBLISH,DATE,NAME,NUMBER,STREET1,STREET2,TLAND_NAME,TOWN,COUNTY_COD,COUNTY,LOCAL_AUTH,RPS,RMP,VALUE_DESC,ORIGINALTY,INUSETYPE,NIAH_SITE_
50010399,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Abbey Chambers/Arnotts Bargain Basement,94-96,Middle Abbey Street,William's Lane,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010399
50010400,SURV030,NIAH,20141008,NIAH,20141008,1,1930 - 1940,Independent House,91-92,Middle Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,,office,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010400
50010401,SURV030,NIAH,20141008,NIAH,20141008,1,1920 - 1925,Independent House,87-90,Middle Abbey Street,Prince's Street North,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,National,office,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010401
50010402,SURV030,NIAH,20141008,NIAH,20141008,1,1910 - 1930,Café Aroma,84,Middle Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,restaurant,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010402
50010403,SURV030,NIAH,20141008,NIAH,20141008,1,1910 - 1930,Govinda,83,Middle Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,restaurant,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010403
50010404,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Eason,79-82,Middle Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010404
50010405,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,The Oval,78,Middle Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,public house,public house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010405
50010406,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Manfield Chambers,43-44,O'Connell Street Lower,Middle Abbey Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010406
50010516,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Eason,40-42,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010516
50010407,SURV030,NIAH,20141008,NIAH,20141008,1,1885 - 1890,The Bagel Bar/Peekaboo/Dress for Success,41,Middle Abbey Street,Liffey Street Lower,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,restaurant,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010407
50010409,SURV030,NIAH,20141008,NIAH,20141008,1,1740 - 1760,,123-124,Upper Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,studio,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010409
50010410,SURV030,NIAH,20141008,NIAH,20141008,1,1740 - 1760,,125,Upper Abbey Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,studio,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010410
50010411,SURV030,NIAH,20141008,NIAH,20141008,1,1740 - 1760,T. P. Smith's,9-10,Jervis Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,public house,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010411
50010460,SURV030,NIAH,20141008,NIAH,20141008,1,1860 - 1880,Forever 21,17,Mary Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010460
50010461,SURV030,NIAH,20141008,NIAH,20141008,1,1900 - 1920,Next/Forever 21,18-21,Mary Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,department store,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010461
50010462,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1870,JD Sports,44,Mary Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Local,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010462
50010463,SURV030,NIAH,20141008,NIAH,20141008,1,1830 - 1870,JD Sports,43,Mary Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Local,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010463
50010464,SURV030,NIAH,20141008,NIAH,20141008,1,1920 - 1940,Jervis Centre,23,Mary Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,faculty building,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010464
50010465,SURV030,NIAH,20141008,NIAH,20141008,1,1880 - 1900,Insomnia,20,Liffey Street Upper,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010465
50010466,SURV030,NIAH,20141008,NIAH,20141008,1,1790 - 1810,Space,24,Liffey Street Upper,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010466
50010467,SURV030,NIAH,20141008,NIAH,20141008,1,1790 - 1810,Lunatic Fringe/Robert Chambers Academy & School of Hairdressing,25,Liffey Street Upper,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010467
50010468,SURV030,NIAH,20141008,NIAH,20141008,1,1770 - 1790,Freckles,1,Liffey Street Upper,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010468
50010469,SURV030,NIAH,20141008,NIAH,20141008,1,1890 - 1900,Office,6,Henry Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010469
50010470,SURV030,NIAH,20141008,NIAH,20141008,1,1890 - 1895,Arnotts,7-15,Henry Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,National,department store,department store,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010470
50010471,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Game Stop,16,Henry Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010471
50010472,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,3G Mobile,17,Henry Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010472
50010473,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Vision Express/HMV,18-19,Henry Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010473
50010474,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Boots,20,Henry Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010474
50010475,SURV030,NIAH,20141008,NIAH,20141008,1,1910 - 1920,Extrovert,21,Henry Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010475
50010476,SURV030,NIAH,20141008,NIAH,20141008,1,1920 - 1925,Pull and Bear,22-23,Henry Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010476
50010477,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Vodafone/Dr O'Brien Dentist,51,Henry Street,,,Dublin 1,DU,DUBLIN,South Dublin County Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010477
50010478,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,A-Wear/Fat Face,45-47,Henry Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010478
50010479,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Carrolls Irish Gifts/Therapie Clinic,44,Henry Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010479
50010480,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Evans,42-43,Henry Street,Moore Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010480
50010481,SURV030,NIAH,20141008,NIAH,20141008,1,1910 - 1930,Dr Acupuncture/McGivney Optician,41,Henry Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010481
50010482,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,,2,Moore Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010482
50011208,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,,3,Moore Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50011208
50011207,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,,4,Moore Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50011207
50011206,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Linda's Hair Extension Studio,5,Moore Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50011206
50010483,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Internet Café/Elegant Nails/Cash 4 Gold,6,Moore Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010483
50010484,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Hair World/Toys For All,7,Moore Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010484
50010485,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Buckleys,62,Moore Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010485
50010486,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,F.X. Buckley,60-61,Moore Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010486
50010487,SURV030,NIAH,20141008,NIAH,20141008,1,1880 - 1920,Paddy Power,59,Moore Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010487
50010488,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Phone Wizz,55,Moore Street,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010488
50010489,SURV030,NIAH,20141008,NIAH,20141008,1,1750 - 1770,Charity Hair Studio,14,Moore Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010489
50010490,SURV030,NIAH,20141008,NIAH,20141008,1,1750 - 1770,China Room Restaurant,15,Moore Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010490
50010491,SURV030,NIAH,20141008,NIAH,20141008,1,1750 - 1770,Plunkett/Just 4 Kids,16,Moore Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,National,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010491
50010492,SURV030,NIAH,20141008,NIAH,20141008,1,1750 - 1910,Studio Zhee Hair Salon,17,Moore Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010492
50010493,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,Tourism Office,69,O'Connell Street Upper,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010493
50010494,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Lush,33,Henry Street,Henry Place,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010494
50011205,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Meteor,34,Henry Street,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50011205
50011204,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,3 Store,35,Henry Street,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50011204
50010495,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Permanent TSB,36,Henry Street,Henry Place,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010495
50010496,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Emobile,37,Henry Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010496
50010497,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Noname,38,Henry Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010497
50010498,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Sugarbabe,39,Henry Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010498
50010499,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Simon Hart,40,Henry Street,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010499
50010500,SURV030,NIAH,20141008,NIAH,20141008,1,1925 - 1930,GPO Buildings/GPO Arcade,,GPO Buildings/24-25 Henry Street,Prince's Street North,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,office,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010500
50010501,SURV030,NIAH,20141008,NIAH,20141008,1,1860 - 1880,Hickey's Pharmacy,55,O'Connell Street Lower,Bachelor's Way,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,factory,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010501
50010502,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Burger King,53-54,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,restaurant,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010502
50010503,SURV030,NIAH,20141008,NIAH,20141008,1,1890 - 1910,Eddie Rocket's,52,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,restaurant,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010503
50010504,SURV030,NIAH,20141008,NIAH,20141008,1,1910 - 1930,McDonalds,51,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,restaurant,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010504
50010505,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,McDonalds,50,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,restaurant,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010505
50010506,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Foot Locker,49,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010506
50010507,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Quinn Insurance,9,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010507
50010508,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Global Internet Café/The Rolling Donut,8,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010508
50010509,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Bank of Ireland,6-7,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,cinema,bank/financial institution,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010509
50010510,SURV030,NIAH,20141008,NIAH,20141008,1,1920 - 1925,Hamilton Long Pharmacy/O'Connell Street Medical Centre,5,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010510
50010511,SURV030,NIAH,20141008,NIAH,20141008,1,1920 - 1925,Ulster Bank,3-4,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,bank/financial institution,bank/financial institution,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010511
50010512,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Ulster Bank,2,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,bank/financial institution,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010512
50010513,SURV030,NIAH,20141008,NIAH,20141008,1,1865 - 1875,William Smith O'Brien Monument,,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,monument,monument,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010513
50010514,SURV030,NIAH,20141008,NIAH,20141008,1,1875 - 1880,Sir John Gray Monument,,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,monument,monument,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010514
50010515,SURV030,NIAH,20141008,NIAH,20141008,1,1930 - 1950,,,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,post box,post box,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010515
50010517,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Permanent TSB,12,O'Connell Street Lower,Abbey Street Lower,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,bank/financial institution,bank/financial institution,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010517
50010518,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1920,Londis,14-15,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010518
50010519,SURV030,NIAH,20141008,NIAH,20141008,1,1975 - 1985,Jim Larkin Monument,,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,monument,monument,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010519
50010520,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1955,Clery & Co. Ltd,18-27,O'Connell Street Lower,Sackville Place,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,National,department store,department store,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010520
50010521,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Smiles Dental Spa,28,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,bank/financial institution,surgery/clinic,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010521
50010522,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,John Brereton Jewellers,29,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010522
50010523,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Ann Summers,30,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010523
50010524,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Ann Summers,31,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010524
50010525,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Bia Café/Community Foundation for Ireland,32,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,restaurant,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010525
50010526,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,Carroll's Irish Gifts,33,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010526
50010527,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1830,General Post Office (GPO),,O'Connell Street Lower,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,bollard,bollard,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010527
50010528,SURV030,NIAH,20141008,NIAH,20141008,1,1810 - 1935,General Post Office (GPO),,O'Connell Street Lower,Prince's Street North / Henry Street,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,National,post office,post office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010528
50010529,SURV030,NIAH,20141008,NIAH,20141008,1,1740 - 1760,Londis/Subway,68,O'Connell Street Upper,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010529
50010530,SURV030,NIAH,20141008,NIAH,20141008,1,1740 - 1760,Funland Amusements,67,O'Connell Street Upper,,,Dublin 1,DU,DUBLIN,Dublin City Council,1,1,Regional,house,amusement arcade,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010530
50010531,SURV030,NIAH,20141008,NIAH,20141008,1,1860 - 1955,,65-66,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,bank/financial institution,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010531
50010532,SURV030,NIAH,20141008,NIAH,20141008,1,1740 - 1870,Spar / Lynham's Hotel,63-64,O'Connell Street Upper,Henry Place,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,house,hotel,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010532
50010533,SURV030,NIAH,20141008,NIAH,20141008,1,1910 - 1915,McDonalds,62,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,theatre/opera house/concert hall,restaurant,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010533
50010534,SURV030,NIAH,20141008,NIAH,20141008,1,1750 - 1915,Flanagan's Restaurant,61,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,house,restaurant,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010534
50010535,SURV030,NIAH,20141008,NIAH,20141008,1,1740 - 1870,Dublin Bus,60,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,house,office,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010535
50010536,SURV030,NIAH,20141008,NIAH,20141008,1,1915 - 1925,McDowell's Jewellers-The Happy Ring House,3,O'Connell Street Upper,,,Dublin,DU,DUBLIN,Dublin City Council,1,1,Regional,shop/retail outlet,shop/retail outlet,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=DU&regno=50010536
