OBJECTID,AiroID,Address,Postal_Cod,County,Date_of_Sa,Price,Not_Full_M,VAT_Exclus,PropertyTy,PropertyDe,ING_East,ING_North,Match_leve,Year,Month,Qtr,Quarter
32730,106960,"4 ASTON HOUSE, ASTON PLACE, DUBLIN 2",Dublin 2,Dublin,20180918,287000,No,No,Second-Hand Dwelling house /Apartment,,315877.79,234281.63,XY,2018,9,Q3,Q3_2018
32935,107268,"15 COLLEGE GATE, TOWNSEND ST, DUBLIN 2",Dublin 2,Dublin,20180924,275000,No,No,Second-Hand Dwelling house /Apartment,,316301,234263.86,XY,2018,9,Q3,Q3_2018
32938,107271,"2 PEARSE SQUARE, PEARSE ST, DUBLIN 2",Dublin 2,Dublin,20180924,640000,No,No,Second-Hand Dwelling house /Apartment,,316755,234040.8,XY,2018,9,Q3,Q3_2018
33151,107556,"246 CUSTOM HOUSE HARBOUR, IFSC, DUBLIN 1",Dublin 1,Dublin,20180928,375000,No,No,Second-Hand Dwelling house /Apartment,,316750.99,234792.43,XY,2018,9,Q3,Q3_2018
33218,107650,"10 MALTON HOUSE, CUSTOM HOUSE SQ, DUBLIN 1",Dublin 1,Dublin,20181001,322500,No,No,Second-Hand Dwelling house /Apartment,,316891.69,234664.36,XY,2018,10,Q4,Q4_2018
33598,108166,"62 IVY EXCHANGE, PARNELL ST, DUBLIN 1",Dublin 1,Dublin,20181010,260000,No,No,Second-Hand Dwelling house /Apartment,,315639,234889.88,XY,2018,10,Q4,Q4_2018
34333,109252,"89 GREEG COURT, DUBLIN 1, DUBLIN",Dublin 1,Dublin,20181030,250000,No,No,Second-Hand Dwelling house /Apartment,,315664.79,234812.3,XY,2018,10,Q4,Q4_2018
34598,109607,"APT 120, IVY EXCHANGE, PARNELL ST DUBLIN 1",Dublin 1,Dublin,20181106,415000,No,No,Second-Hand Dwelling house /Apartment,,315639,234889.88,XY,2018,11,Q4,Q4_2018
34738,109797,"2A LOMBARD ST EAST, DUBLIN 2, DUBLIN",Dublin 2,Dublin,20181109,500000,No,No,Second-Hand Dwelling house /Apartment,,316697.53,234263.08,XY,2018,11,Q4,Q4_2018
34873,109974,"230 ASGARD HOUSE, CUSTOM HOUSE HARBOUR, IFSC DUBLIN 1",Dublin 1,Dublin,20181114,375000,No,No,Second-Hand Dwelling house /Apartment,,316748.23,234768.62,XY,2018,11,Q4,Q4_2018
34895,110004,"APT 12, TRINITY PLAZA, TOWNSEND ST DUBLIN 2",Dublin 2,Dublin,20181114,280000,No,No,Second-Hand Dwelling house /Apartment,,316275.19,234227.13,XY,2018,11,Q4,Q4_2018
34998,110134,"55 TRINITY SQ, TOWNSEND ST, DUBLIN 2",Dublin 2,Dublin,20181116,205000,No,No,Second-Hand Dwelling house /Apartment,,316737.48,234212.79,XY,2018,11,Q4,Q4_2018
35178,110448,"10 MELLOR COURT, LIFFEY STREET, DUBLIN 1",,Dublin,20181123,205000,No,No,Second-Hand Dwelling house /Apartment,,315680.48,234429.77,XY,2018,11,Q4,Q4_2018
35455,110832,"27 AMIENS SQ, AMIENS ST, DUBLIN 1",Dublin 1,Dublin,20181130,261000,No,No,Second-Hand Dwelling house /Apartment,,316534.35,234792.06,XY,2018,11,Q4,Q4_2018
35975,111509,"11 2 GEORGES QUAY, DUBLIN 2",Dublin 2,Dublin,20181218,325000,No,No,Second-Hand Dwelling house /Apartment,,316217.3,234408.2,,2018,12,Q4,Q4_2018
36097,111667,"APT 1, TRINITY PLAZA, TARA ST DUBLIN 2",Dublin 2,Dublin,20181218,371000,No,No,Second-Hand Dwelling house /Apartment,,316275.19,234227.13,,2018,12,Q4,Q4_2018
36382,112113,"82 TRINITY SQ, TOWNSEND ST, DUBLIN 2",Dublin 2,Dublin,20181220,211407,Yes,No,Second-Hand Dwelling house /Apartment,,316737.48,234212.79,,2018,12,Q4,Q4_2018
36394,112126,"APARTMENT 1, SPENCER HOUSE, 70-72 TALBOT ST",Dublin 1,Dublin,20181220,330000,No,No,Second-Hand Dwelling house /Apartment,,316417.9,234810.8,,2018,12,Q4,Q4_2018
36451,112219,"31 HYDE COURT, TOWNSEND ST, DUBLIN 2",Dublin 2,Dublin,20181221,500000,No,No,Second-Hand Dwelling house /Apartment,,316470.97,234205.45,,2018,12,Q4,Q4_2018
36936,112864,"31 TRINITY PLAZA, TARA ST, DUBLIN 2",Dublin 2,Dublin,20190121,289100,No,No,Second-Hand Dwelling house /Apartment,,316275.19,234227.13,,2019,1,Q1,Q1_2019
37094,113074,"129 KINGS COURT, PARNELL ST, DUBLIN 1",Dublin 1,Dublin,20190125,260000,No,No,Second-Hand Dwelling house /Apartment,,315515.44,234717.22,,2019,1,Q1,Q1_2019
37246,113272,"149 PEARSE ST, DUBLIN 2",Dublin 2,Dublin,20190130,740000,No,No,Second-Hand Dwelling house /Apartment,,316866.61,233971.34,,2019,1,Q1,Q1_2019
37379,113473,"100 IVY EXCHANGE, PARNELL ST, DUBLIN 1",Dublin 1,Dublin,20190204,390000,No,No,Second-Hand Dwelling house /Apartment,,315639,234889.88,,2019,2,Q1,Q1_2019
37428,113539,"111 WESTLAND SQ, PEARSE ST, DUBLIN",Dublin 2,Dublin,20190205,545000,No,No,Second-Hand Dwelling house /Apartment,,316803.66,234056.95,,2019,2,Q1,Q1_2019
37544,113688,"151 KINGS COURT, PARNELL ST, DUBLIN",Dublin 1,Dublin,20190208,290000,No,No,Second-Hand Dwelling house /Apartment,,315515.44,234717.22,,2019,2,Q1,Q1_2019
37549,113695,"18 TRINITY PLAZA, TARA ST, DUBLIN 2",Dublin 2,Dublin,20190208,432000,No,No,Second-Hand Dwelling house /Apartment,,316275.19,234227.13,,2019,2,Q1,Q1_2019
37558,113707,"24 TRINITY PLAZA, TARA ST, DUBLIN 2",Dublin 2,Dublin,20190208,275000,No,No,Second-Hand Dwelling house /Apartment,,316275.19,234227.13,,2019,2,Q1,Q1_2019
37689,113885,"43 KINGS COURT, PARNELL ST, DUBLIN 1",Dublin 1,Dublin,20190213,326000,Yes,No,Second-Hand Dwelling house /Apartment,,315598.53,234771.69,,2019,2,Q1,Q1_2019
37792,114033,"110 BACHELORS WALK APTS, BACHELORS WALK, DUBLIN 1",Dublin 1,Dublin,20190215,233000,No,No,Second-Hand Dwelling house /Apartment,,315784.25,234353.66,,2019,2,Q1,Q1_2019
37821,114072,"32 COLLEGE GT, TOWNSEND ST, DUBLIN 2",Dublin 2,Dublin,20190215,330000,No,No,Second-Hand Dwelling house /Apartment,,316301,234263.86,,2019,2,Q1,Q1_2019
37900,114191,"16 AMIENS SQ, AMIENS ST, DUBLIN 1",Dublin 1,Dublin,20190219,270000,No,No,Second-Hand Dwelling house /Apartment,,316534.35,234792.06,,2019,2,Q1,Q1_2019
38047,114389,"31 AMIENS SQ, AMIENS ST, DUBLIN 1",Dublin 1,Dublin,20190222,250000,No,No,Second-Hand Dwelling house /Apartment,,316503.94,234801.41,,2019,2,Q1,Q1_2019
38094,114460,"22 GREEG COURT, PARNELL STREET, DUBLIN 1",,Dublin,20190225,255000,No,No,Second-Hand Dwelling house /Apartment,,315637.31,234795.3,,2019,2,Q1,Q1_2019
38423,114897,"APT 205, TUSKAR ROCK, CUSTOM HOUSE HARBOUR DUBLIN 1",Dublin 1,Dublin,20190305,320000,No,No,Second-Hand Dwelling house /Apartment,,316846.03,234736.09,,2019,3,Q1,Q1_2019
38638,115179,"49 GREEG COURT, PARNELL ST, DUBLIN 1",Dublin 1,Dublin,20190313,245000,No,No,Second-Hand Dwelling house /Apartment,,315637.31,234795.3,,2019,3,Q1,Q1_2019
38711,115291,"36 TALBOT HALL, APPELWOOD, SWORDS",,Dublin,20190315,145000,No,No,Second-Hand Dwelling house /Apartment,,316198.38,234678.38,,2019,3,Q1,Q1_2019
38799,115414,"APT 124, IVY EXCHANGE, PARNELL ST DUBLIN 1",Dublin 1,Dublin,20190320,415000,No,No,Second-Hand Dwelling house /Apartment,,315639,234889.88,,2019,3,Q1,Q1_2019
