object_id,zone_orig,zone_gzt,zone_desc
900,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
901,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
902,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
903,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
904,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
905,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
906,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
907,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
908,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
909,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
910,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
911,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
912,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
913,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
914,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
915,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
916,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
917,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
918,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
919,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
920,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
921,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
922,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
923,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
924,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
925,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
926,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
927,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
928,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
929,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
930,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
931,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
932,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
933,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
934,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
935,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
936,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
937,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
938,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
939,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
940,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
941,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
942,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
943,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
944,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
945,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
946,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
947,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
948,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
949,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
950,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
951,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
952,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
953,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
954,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
955,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
956,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
957,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
958,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
959,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
960,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
961,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
962,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
963,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
964,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
965,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
966,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
967,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
968,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
969,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
970,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
971,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
972,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
973,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
974,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
975,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
976,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
977,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
978,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
979,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
980,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
981,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
982,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
983,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
984,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
985,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
986,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
987,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
988,Zone Z4: District Centres,M5,To provide for and improve mixed services facilities.
989,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
990,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
991,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
992,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
993,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
994,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
995,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
996,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
997,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
998,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
999,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1000,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1001,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1002,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1003,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1004,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1005,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1006,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1007,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1008,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1009,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1010,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1011,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1012,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1013,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1014,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1015,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1016,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1017,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1018,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1019,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1020,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1021,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1022,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1023,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1024,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1025,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1026,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1027,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1028,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1029,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1030,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1031,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1032,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1033,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1034,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1035,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1036,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1037,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1038,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1039,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1040,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1041,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1042,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1043,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1044,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1045,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1046,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1047,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1048,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1049,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1050,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1051,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1052,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1053,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1054,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1055,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1056,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1057,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1058,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1059,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1060,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1061,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1062,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1063,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1064,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1065,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1066,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1067,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1068,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1069,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1070,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1071,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1072,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1073,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1074,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1075,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1076,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1077,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1078,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1079,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1080,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1081,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1082,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1083,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1084,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1085,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1086,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1087,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1088,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1089,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1090,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1091,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1092,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1093,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1094,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1095,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1096,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1097,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1098,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1099,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1100,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1101,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1102,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1103,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1104,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1105,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1106,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1107,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1108,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1109,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1110,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1111,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1112,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1113,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1114,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1115,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1116,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1117,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1118,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1119,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1120,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1121,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1122,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1123,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1124,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1125,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1126,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1127,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1128,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1129,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1130,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1131,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1132,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1133,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1134,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1135,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1136,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1137,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1138,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1139,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1140,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1141,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1142,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1143,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1144,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1145,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1146,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1147,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1148,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1149,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1150,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1151,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1152,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1153,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1154,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1155,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1156,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1157,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1158,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1159,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1160,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1161,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1162,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1163,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1164,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1165,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1166,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1167,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1168,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1169,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1170,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1171,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1172,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1173,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1174,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1175,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1176,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1177,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1178,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1179,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1180,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1181,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1182,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1183,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1184,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1185,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1186,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1187,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
1188,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,To protect and/or improve the amenities of residential conservation areas.
