zone_desc,zone_link,colour
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
To protect and/or improve the amenities of residential conservation areas.,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
